Order ID,Order Date,Ship Date,Country,Segment,Product,Sales,Profit,Discount,Quantity,Year,Month,Day
1043,2022-02-12,2022-02-14,Canada,Consumer,Phone,2767.96,-179.55,0.04,6,2022,2,12
1044,2022-02-13,2022-02-15,USA,Consumer,Printer,4817.56,-158.13,0.34,4,2022,2,13
1045,2022-02-14,2022-02-16,USA,Consumer,Accessories,470.46,336.29,0.47,7,2022,2,14
1046,2022-02-15,2022-02-17,India,Consumer,Laptop,1891.84,1014.57,0.29,5,2022,2,15
1047,2022-02-16,2022-02-18,USA,Home Office,Phone,1204.37,1295.93,0.06,7,2022,2,16
1048,2022-02-17,2022-02-19,Australia,Corporate,Phone,1059.58,-331.74,0.29,8,2022,2,17
1049,2022-02-18,2022-02-20,USA,Consumer,Phone,789.93,286.21,0.38,8,2022,2,18
1050,2022-02-19,2022-02-21,Canada,Home Office,Printer,3149.83,-299.51,0.2,1,2022,2,19
1051,2022-02-20,2022-02-22,Canada,Home Office,Accessories,3928.48,-466.82,0.44,8,2022,2,20
1052,2022-02-21,2022-02-23,Canada,Home Office,Printer,2933.66,823.44,0.32,6,2022,2,21
1053,2022-02-22,2022-02-24,Canada,Corporate,Tablet,820.12,704.9,0.45,4,2022,2,22
1054,2022-02-23,2022-02-25,Australia,Consumer,Phone,4074.51,-173.96,0.31,8,2022,2,23
1055,2022-02-24,2022-02-26,UK,Home Office,Tablet,3216.18,-32.37,0.07,3,2022,2,24
1056,2022-02-25,2022-02-27,India,Corporate,Laptop,2002.01,-452.58,0.15,4,2022,2,25
1057,2022-02-26,2022-02-28,Canada,Corporate,Laptop,3403.24,1169.89,0.1,6,2022,2,26
1058,2022-02-27,2022-03-01,USA,Corporate,Printer,1373.53,1449.38,0.45,7,2022,2,27
1059,2022-02-28,2022-03-02,Canada,Home Office,Accessories,1791.44,-229.08,0.38,4,2022,2,28
1060,2022-03-01,2022-03-03,USA,Consumer,Tablet,4595.68,-37.05,0.34,4,2022,3,1
1061,2022-03-02,2022-03-04,USA,Home Office,Accessories,1523.47,1236.82,0.15,7,2022,3,2
1062,2022-03-03,2022-03-05,Canada,Home Office,Printer,2402.94,1352.93,0.09,6,2022,3,3
1063,2022-03-04,2022-03-06,Australia,Consumer,Laptop,4461.69,339.25,0.38,8,2022,3,4
1064,2022-03-05,2022-03-07,USA,Consumer,Accessories,3567.83,-398.76,0.24,1,2022,3,5
1065,2022-03-06,2022-03-08,USA,Consumer,Accessories,404.8,-421.22,0.11,7,2022,3,6
1066,2022-03-07,2022-03-09,Canada,Corporate,Laptop,821.78,647.9,0.31,7,2022,3,7
1067,2022-03-08,2022-03-10,USA,Consumer,Tablet,138.42,285.79,0.02,7,2022,3,8
1068,2022-03-09,2022-03-11,USA,Home Office,Laptop,3191.52,-442.7,0.16,7,2022,3,9
1069,2022-03-10,2022-03-12,Canada,Consumer,Accessories,2293.6,666.5,0.23,8,2022,3,10
1070,2022-03-11,2022-03-13,Canada,Home Office,Tablet,757.95,-477.39,0.07,9,2022,3,11
1071,2022-03-12,2022-03-14,India,Corporate,Tablet,4793.88,1074.74,0.49,9,2022,3,12
1072,2022-03-13,2022-03-15,Australia,Home Office,Laptop,2695.33,112.87,0.1,2,2022,3,13
1073,2022-03-14,2022-03-16,Australia,Home Office,Accessories,1285.28,-419.48,0.07,7,2022,3,14
1074,2022-03-15,2022-03-17,USA,Consumer,Printer,2552.96,676.7,0.1,7,2022,3,15
1075,2022-03-16,2022-03-18,Australia,Consumer,Accessories,3430.14,295.37,0.38,4,2022,3,16
1076,2022-03-17,2022-03-19,USA,Home Office,Phone,473.57,1447.6,0.21,9,2022,3,17
1077,2022-03-18,2022-03-20,India,Consumer,Printer,1446.05,588.4,0.28,8,2022,3,18
1078,2022-03-19,2022-03-21,Canada,Corporate,Tablet,4054.13,50.48,0.01,1,2022,3,19
1079,2022-03-20,2022-03-22,Canada,Corporate,Printer,2352.36,918.88,0.02,2,2022,3,20
1080,2022-03-21,2022-03-23,Canada,Consumer,Tablet,2778.23,42.98,0.22,2,2022,3,21
1081,2022-03-22,2022-03-24,Australia,Corporate,Tablet,2220.8,1308.49,0.41,8,2022,3,22
1082,2022-03-23,2022-03-25,India,Consumer,Printer,315.11,249.44,0.44,1,2022,3,23
1083,2022-03-24,2022-03-26,Australia,Home Office,Tablet,912.17,599.74,0.04,4,2022,3,24
1084,2022-03-25,2022-03-27,Australia,Home Office,Tablet,2283.15,-398.85,0.27,5,2022,3,25
1085,2022-03-26,2022-03-28,India,Corporate,Phone,1125.01,352.24,0.46,9,2022,3,26
1086,2022-03-27,2022-03-29,India,Consumer,Accessories,344.9,1164.73,0.19,7,2022,3,27
1087,2022-03-28,2022-03-30,India,Consumer,Accessories,4233.88,1111.3,0.41,8,2022,3,28
1088,2022-03-29,2022-03-31,India,Corporate,Phone,4907.84,-51.36,0.07,9,2022,3,29
1089,2022-03-30,2022-04-01,Canada,Home Office,Printer,3986.4,-47.84,0.47,7,2022,3,30
1090,2022-03-31,2022-04-02,UK,Corporate,Laptop,4283.55,1134.61,0.38,5,2022,3,31
1091,2022-04-01,2022-04-03,UK,Home Office,Laptop,1285.69,1360.8,0.47,5,2022,4,1
1092,2022-04-02,2022-04-04,India,Consumer,Laptop,4807.07,-309.28,0.34,6,2022,4,2
1093,2022-04-03,2022-04-05,UK,Home Office,Phone,1064.94,400.12,0.18,5,2022,4,3
1094,2022-04-04,2022-04-06,UK,Corporate,Phone,4762.01,174.91,0.47,9,2022,4,4
1095,2022-04-05,2022-04-07,India,Consumer,Tablet,4974.61,1241.38,0.14,3,2022,4,5
1096,2022-04-06,2022-04-08,UK,Corporate,Laptop,3587.44,-332.95,0.17,3,2022,4,6
1097,2022-04-07,2022-04-09,Australia,Corporate,Printer,4907.6,-77.75,0.35,7,2022,4,7
1098,2022-04-08,2022-04-10,USA,Home Office,Printer,2890.74,1004.94,0.38,7,2022,4,8
1099,2022-04-09,2022-04-11,USA,Corporate,Laptop,1371.75,-397.41,0.46,6,2022,4,9
1100,2022-04-10,2022-04-12,India,Home Office,Laptop,2241.28,485.07,0.1,3,2022,4,10
1101,2022-04-11,2022-04-13,Canada,Consumer,Laptop,3008.45,384.21,0.4,7,2022,4,11
1102,2022-04-12,2022-04-14,India,Home Office,Phone,458.1,168.8,0.37,5,2022,4,12
1103,2022-04-13,2022-04-15,Canada,Consumer,Phone,3149.48,289.14,0.03,7,2022,4,13
1104,2022-04-14,2022-04-16,USA,Home Office,Phone,4907.77,559.88,0.19,2,2022,4,14
1105,2022-04-15,2022-04-17,India,Corporate,Accessories,1031.53,-177.27,0.14,6,2022,4,15
1106,2022-04-16,2022-04-18,Australia,Home Office,Printer,3983.72,643.99,0.15,8,2022,4,16
1107,2022-04-17,2022-04-19,UK,Home Office,Printer,4548.7,1110.86,0.49,1,2022,4,17
1108,2022-04-18,2022-04-20,Canada,Consumer,Tablet,4724.14,1020.32,0.32,4,2022,4,18
1109,2022-04-19,2022-04-21,UK,Corporate,Phone,4804.66,-192.2,0.36,1,2022,4,19
1110,2022-04-20,2022-04-22,UK,Home Office,Accessories,2655.15,-201.5,0.49,1,2022,4,20
1111,2022-04-21,2022-04-23,India,Corporate,Accessories,4888.81,36.35,0.19,8,2022,4,21
1112,2022-04-22,2022-04-24,UK,Home Office,Printer,3810.82,222.15,0.4,7,2022,4,22
1113,2022-04-23,2022-04-25,Australia,Home Office,Phone,892.19,316.91,0.22,1,2022,4,23
1114,2022-04-24,2022-04-26,UK,Corporate,Tablet,2436.81,859.39,0.43,2,2022,4,24
1115,2022-04-25,2022-04-27,India,Home Office,Phone,3619.82,-386.64,0.09,4,2022,4,25
1116,2022-04-26,2022-04-28,Australia,Corporate,Laptop,1311.97,-430.65,0.47,1,2022,4,26
1117,2022-04-27,2022-04-29,USA,Home Office,Phone,3239.01,283.82,0.11,3,2022,4,27
1118,2022-04-28,2022-04-30,UK,Consumer,Laptop,3366.34,894.33,0.16,8,2022,4,28
1119,2022-04-29,2022-05-01,India,Corporate,Laptop,897.23,-113.13,0.38,8,2022,4,29
1120,2022-04-30,2022-05-02,USA,Home Office,Tablet,2868.92,783.01,0.2,8,2022,4,30
1121,2022-05-01,2022-05-03,USA,Home Office,Printer,3880.97,19.66,0.3,6,2022,5,1
1122,2022-05-02,2022-05-04,Canada,Consumer,Phone,2544.59,1272.17,0.22,6,2022,5,2
1123,2022-05-03,2022-05-05,Australia,Corporate,Laptop,159.31,1291.38,0.37,5,2022,5,3
1124,2022-05-04,2022-05-06,UK,Home Office,Phone,144.29,94.57,0.11,9,2022,5,4
1125,2022-05-05,2022-05-07,India,Consumer,Printer,1849.44,-40.01,0.03,4,2022,5,5
1126,2022-05-06,2022-05-08,Canada,Home Office,Printer,4638.35,322.61,0.15,7,2022,5,6
1127,2022-05-07,2022-05-09,Australia,Corporate,Accessories,1220.52,-18.94,0.24,1,2022,5,7
1128,2022-05-08,2022-05-10,Canada,Home Office,Printer,3208.38,844.77,0.08,9,2022,5,8
1129,2022-05-09,2022-05-11,Australia,Home Office,Tablet,1188.17,1152.13,0.18,7,2022,5,9
1130,2022-05-10,2022-05-12,Australia,Home Office,Laptop,1676.18,846.18,0.2,9,2022,5,10
1131,2022-05-11,2022-05-13,UK,Home Office,Accessories,4255.41,1148.7,0.03,7,2022,5,11
1132,2022-05-12,2022-05-14,Australia,Consumer,Tablet,3671.42,293.98,0.29,2,2022,5,12
1133,2022-05-13,2022-05-15,Canada,Consumer,Phone,567.46,-187.37,0.44,6,2022,5,13
1134,2022-05-14,2022-05-16,Australia,Corporate,Laptop,2200.64,975.9,0.08,4,2022,5,14
1135,2022-05-15,2022-05-17,UK,Consumer,Printer,242.93,220.95,0.3,3,2022,5,15
1136,2022-05-16,2022-05-18,UK,Consumer,Laptop,2456.36,842.54,0.33,2,2022,5,16
1137,2022-05-17,2022-05-19,Canada,Corporate,Phone,3345.93,41.29,0.21,6,2022,5,17
1138,2022-05-18,2022-05-20,USA,Consumer,Accessories,680.66,-337.54,0.35,8,2022,5,18
1139,2022-05-19,2022-05-21,USA,Consumer,Accessories,1515.54,1485.16,0.21,6,2022,5,19
1140,2022-05-20,2022-05-22,Australia,Corporate,Accessories,2049.4,-187.6,0.25,9,2022,5,20
1141,2022-05-21,2022-05-23,India,Corporate,Printer,4605.7,1476.84,0.0,5,2022,5,21
1142,2022-05-22,2022-05-24,Australia,Corporate,Tablet,4966.95,1454.56,0.35,2,2022,5,22
1143,2022-05-23,2022-05-25,Canada,Home Office,Tablet,320.07,1087.64,0.33,8,2022,5,23
1144,2022-05-24,2022-05-26,Canada,Home Office,Laptop,3828.94,818.85,0.02,9,2022,5,24
1145,2022-05-25,2022-05-27,Canada,Corporate,Printer,1921.45,655.61,0.18,4,2022,5,25
1146,2022-05-26,2022-05-28,Canada,Corporate,Accessories,2023.05,1232.2,0.49,6,2022,5,26
1147,2022-05-27,2022-05-29,Canada,Corporate,Accessories,3795.9,78.88,0.21,8,2022,5,27
1148,2022-05-28,2022-05-30,UK,Home Office,Phone,4600.29,435.36,0.25,9,2022,5,28
1149,2022-05-29,2022-05-31,USA,Home Office,Phone,4759.55,738.78,0.45,5,2022,5,29
1150,2022-05-30,2022-06-01,Canada,Consumer,Accessories,2927.9,322.38,0.36,6,2022,5,30
1151,2022-05-31,2022-06-02,India,Consumer,Accessories,1849.89,354.97,0.29,4,2022,5,31
1152,2022-06-01,2022-06-03,India,Corporate,Printer,3958.99,160.57,0.4,5,2022,6,1
1153,2022-06-02,2022-06-04,India,Home Office,Tablet,1329.91,628.46,0.43,7,2022,6,2
1154,2022-06-03,2022-06-05,India,Home Office,Phone,2863.96,1201.15,0.23,9,2022,6,3
1155,2022-06-04,2022-06-06,UK,Home Office,Tablet,1857.03,-96.94,0.24,6,2022,6,4
1156,2022-06-05,2022-06-07,India,Corporate,Printer,3317.49,1368.87,0.19,6,2022,6,5
1157,2022-06-06,2022-06-08,Canada,Consumer,Accessories,1277.95,878.18,0.48,8,2022,6,6
1158,2022-06-07,2022-06-09,Australia,Corporate,Tablet,1038.81,1146.55,0.35,4,2022,6,7
1159,2022-06-08,2022-06-10,India,Consumer,Accessories,4599.37,612.38,0.04,3,2022,6,8
1160,2022-06-09,2022-06-11,UK,Consumer,Accessories,598.84,1059.03,0.43,7,2022,6,9
1161,2022-06-10,2022-06-12,UK,Corporate,Laptop,2579.19,-467.6,0.24,5,2022,6,10
1162,2022-06-11,2022-06-13,India,Consumer,Tablet,1182.18,1136.76,0.03,2,2022,6,11
1163,2022-06-12,2022-06-14,Australia,Consumer,Tablet,290.76,-419.72,0.27,2,2022,6,12
1164,2022-06-13,2022-06-15,India,Home Office,Accessories,276.49,1279.83,0.21,6,2022,6,13
1165,2022-06-14,2022-06-16,UK,Consumer,Printer,958.59,1483.93,0.44,8,2022,6,14
1166,2022-06-15,2022-06-17,USA,Corporate,Laptop,4347.17,88.13,0.1,1,2022,6,15
1167,2022-06-16,2022-06-18,Canada,Corporate,Accessories,1484.15,-79.36,0.41,6,2022,6,16
1168,2022-06-17,2022-06-19,UK,Consumer,Phone,4757.25,1030.73,0.28,2,2022,6,17
1169,2022-06-18,2022-06-20,India,Home Office,Phone,2949.95,6.05,0.03,2,2022,6,18
1170,2022-06-19,2022-06-21,Canada,Home Office,Laptop,2239.41,1231.12,0.49,7,2022,6,19
1171,2022-06-20,2022-06-22,India,Consumer,Printer,2942.44,-294.31,0.26,1,2022,6,20
1172,2022-06-21,2022-06-23,India,Consumer,Accessories,2631.82,-248.09,0.15,6,2022,6,21
1173,2022-06-22,2022-06-24,USA,Corporate,Tablet,3818.0,1458.3,0.23,7,2022,6,22
1174,2022-06-23,2022-06-25,Canada,Consumer,Laptop,1484.23,847.68,0.43,8,2022,6,23
1175,2022-06-24,2022-06-26,Canada,Home Office,Printer,1829.95,1193.77,0.15,7,2022,6,24
1176,2022-06-25,2022-06-27,USA,Consumer,Tablet,4481.06,148.66,0.1,6,2022,6,25
1177,2022-06-26,2022-06-28,UK,Corporate,Phone,4737.64,852.97,0.06,9,2022,6,26
1178,2022-06-27,2022-06-29,India,Corporate,Phone,4473.54,688.48,0.15,3,2022,6,27
1179,2022-06-28,2022-06-30,Australia,Corporate,Tablet,2155.3,706.3,0.39,6,2022,6,28
1180,2022-06-29,2022-07-01,India,Corporate,Laptop,3923.79,865.06,0.24,4,2022,6,29
1181,2022-06-30,2022-07-02,India,Corporate,Phone,2434.05,650.72,0.11,2,2022,6,30
1182,2022-07-01,2022-07-03,UK,Consumer,Accessories,2537.95,358.12,0.08,1,2022,7,1
1183,2022-07-02,2022-07-04,India,Consumer,Tablet,1102.93,51.85,0.17,1,2022,7,2
1184,2022-07-03,2022-07-05,USA,Consumer,Tablet,2996.54,1037.16,0.47,3,2022,7,3
1185,2022-07-04,2022-07-06,USA,Consumer,Phone,1012.07,-47.46,0.17,4,2022,7,4
1186,2022-07-05,2022-07-07,Canada,Corporate,Laptop,1724.67,884.71,0.49,2,2022,7,5
1187,2022-07-06,2022-07-08,Australia,Home Office,Accessories,4289.65,-33.33,0.24,1,2022,7,6
1188,2022-07-07,2022-07-09,India,Consumer,Laptop,1114.67,750.66,0.09,4,2022,7,7
1189,2022-07-08,2022-07-10,India,Home Office,Printer,448.68,994.16,0.45,7,2022,7,8
1190,2022-07-09,2022-07-11,UK,Consumer,Printer,438.14,-62.57,0.23,6,2022,7,9
1191,2022-07-10,2022-07-12,USA,Consumer,Phone,4709.84,-380.11,0.35,6,2022,7,10
1192,2022-07-11,2022-07-13,Australia,Home Office,Phone,2583.91,-238.05,0.49,9,2022,7,11
1193,2022-07-12,2022-07-14,Canada,Corporate,Phone,2106.12,711.99,0.03,2,2022,7,12
1194,2022-07-13,2022-07-15,USA,Consumer,Printer,4073.31,1198.89,0.05,4,2022,7,13
1195,2022-07-14,2022-07-16,Canada,Consumer,Laptop,4195.55,-410.01,0.36,5,2022,7,14
1196,2022-07-15,2022-07-17,UK,Consumer,Laptop,1727.74,968.3,0.14,1,2022,7,15
1197,2022-07-16,2022-07-18,UK,Home Office,Phone,3498.73,182.64,0.09,8,2022,7,16
1198,2022-07-17,2022-07-19,India,Corporate,Accessories,3878.5,457.06,0.02,8,2022,7,17
1199,2022-07-18,2022-07-20,Australia,Home Office,Laptop,3307.79,1357.72,0.01,6,2022,7,18
1200,2022-07-19,2022-07-21,Canada,Home Office,Printer,842.82,163.94,0.39,5,2022,7,19
1201,2022-07-20,2022-07-22,USA,Corporate,Tablet,4391.83,430.67,0.07,8,2022,7,20
1202,2022-07-21,2022-07-23,UK,Home Office,Tablet,2741.56,-472.64,0.23,3,2022,7,21
1203,2022-07-22,2022-07-24,India,Corporate,Tablet,1484.11,-336.8,0.3,3,2022,7,22
1204,2022-07-23,2022-07-25,India,Consumer,Accessories,2183.62,17.18,0.21,2,2022,7,23
1205,2022-07-24,2022-07-26,Canada,Corporate,Phone,284.1,-444.3,0.01,5,2022,7,24
1206,2022-07-25,2022-07-27,UK,Consumer,Printer,726.55,762.75,0.39,3,2022,7,25
1207,2022-07-26,2022-07-28,Australia,Home Office,Accessories,3851.18,352.8,0.01,3,2022,7,26
1208,2022-07-27,2022-07-29,UK,Home Office,Printer,100.06,596.29,0.38,6,2022,7,27
1209,2022-07-28,2022-07-30,Canada,Consumer,Printer,2141.17,-150.71,0.45,8,2022,7,28
1210,2022-07-29,2022-07-31,Canada,Home Office,Phone,2660.3,91.86,0.22,2,2022,7,29
1211,2022-07-30,2022-08-01,UK,Corporate,Tablet,367.71,827.65,0.27,4,2022,7,30
1212,2022-07-31,2022-08-02,Canada,Consumer,Phone,4868.08,1430.61,0.24,7,2022,7,31
1213,2022-08-01,2022-08-03,UK,Home Office,Accessories,1208.01,-399.17,0.19,1,2022,8,1
1214,2022-08-02,2022-08-04,USA,Consumer,Accessories,1590.57,1280.77,0.44,1,2022,8,2
1215,2022-08-03,2022-08-05,UK,Corporate,Accessories,1589.32,653.76,0.45,7,2022,8,3
1216,2022-08-04,2022-08-06,UK,Corporate,Phone,1229.04,627.84,0.17,7,2022,8,4
1217,2022-08-05,2022-08-07,Canada,Home Office,Printer,107.22,500.56,0.31,1,2022,8,5
1218,2022-08-06,2022-08-08,Canada,Corporate,Printer,3673.79,-361.21,0.46,1,2022,8,6
1219,2022-08-07,2022-08-09,India,Consumer,Laptop,4837.54,-320.25,0.48,4,2022,8,7
1220,2022-08-08,2022-08-10,India,Corporate,Accessories,1199.04,701.82,0.25,5,2022,8,8
1221,2022-08-09,2022-08-11,USA,Consumer,Printer,3348.93,181.92,0.23,5,2022,8,9
1222,2022-08-10,2022-08-12,India,Consumer,Laptop,3735.29,1334.54,0.14,4,2022,8,10
1223,2022-08-11,2022-08-13,UK,Corporate,Printer,4257.28,313.18,0.48,8,2022,8,11
1224,2022-08-12,2022-08-14,Canada,Home Office,Accessories,2170.88,-213.44,0.07,7,2022,8,12
1225,2022-08-13,2022-08-15,India,Corporate,Tablet,1584.36,929.44,0.29,9,2022,8,13
1226,2022-08-14,2022-08-16,India,Consumer,Accessories,1693.95,86.71,0.14,7,2022,8,14
1227,2022-08-15,2022-08-17,USA,Consumer,Phone,3591.84,550.94,0.14,1,2022,8,15
1228,2022-08-16,2022-08-18,USA,Corporate,Printer,4102.22,895.67,0.2,7,2022,8,16
1229,2022-08-17,2022-08-19,UK,Home Office,Printer,989.91,1300.53,0.5,1,2022,8,17
1230,2022-08-18,2022-08-20,Canada,Home Office,Phone,1917.61,1084.38,0.03,7,2022,8,18
1231,2022-08-19,2022-08-21,USA,Consumer,Phone,4519.51,852.72,0.29,8,2022,8,19
1232,2022-08-20,2022-08-22,India,Consumer,Tablet,4052.8,859.27,0.04,9,2022,8,20
1233,2022-08-21,2022-08-23,Canada,Home Office,Printer,4925.81,1391.85,0.08,3,2022,8,21
1234,2022-08-22,2022-08-24,Canada,Corporate,Printer,3795.82,91.65,0.22,4,2022,8,22
1235,2022-08-23,2022-08-25,India,Consumer,Tablet,2026.66,-497.78,0.26,4,2022,8,23
1236,2022-08-24,2022-08-26,USA,Consumer,Laptop,2994.13,43.91,0.13,9,2022,8,24
1237,2022-08-25,2022-08-27,India,Home Office,Tablet,3338.97,-64.22,0.16,7,2022,8,25
1238,2022-08-26,2022-08-28,Canada,Corporate,Accessories,484.43,823.67,0.04,3,2022,8,26
1239,2022-08-27,2022-08-29,Australia,Home Office,Printer,2768.04,767.42,0.15,5,2022,8,27
1240,2022-08-28,2022-08-30,Australia,Corporate,Phone,3575.67,686.92,0.48,7,2022,8,28
1241,2022-08-29,2022-08-31,UK,Corporate,Accessories,919.87,-467.51,0.47,8,2022,8,29
1242,2022-08-30,2022-09-01,India,Corporate,Printer,3925.1,957.56,0.17,1,2022,8,30
1243,2022-08-31,2022-09-02,India,Consumer,Tablet,2960.49,147.06,0.29,2,2022,8,31
1244,2022-09-01,2022-09-03,UK,Home Office,Accessories,4765.89,830.11,0.45,7,2022,9,1
1245,2022-09-02,2022-09-04,UK,Home Office,Printer,307.87,613.16,0.0,2,2022,9,2
1246,2022-09-03,2022-09-05,UK,Corporate,Laptop,1400.1,185.46,0.41,7,2022,9,3
1247,2022-09-04,2022-09-06,Canada,Consumer,Laptop,3047.61,-230.85,0.47,9,2022,9,4
1248,2022-09-05,2022-09-07,India,Consumer,Phone,1553.14,-311.16,0.05,2,2022,9,5
1249,2022-09-06,2022-09-08,Canada,Home Office,Printer,3600.68,1163.04,0.08,7,2022,9,6
1250,2022-09-07,2022-09-09,UK,Consumer,Laptop,3819.13,1336.8,0.48,4,2022,9,7
1251,2022-09-08,2022-09-10,India,Consumer,Tablet,602.33,799.58,0.27,2,2022,9,8
1252,2022-09-09,2022-09-11,Canada,Corporate,Printer,2617.89,-293.13,0.01,7,2022,9,9
1253,2022-09-10,2022-09-12,Canada,Consumer,Tablet,2593.56,304.05,0.13,5,2022,9,10
1254,2022-09-11,2022-09-13,UK,Corporate,Tablet,1909.48,957.88,0.22,1,2022,9,11
1255,2022-09-12,2022-09-14,India,Home Office,Laptop,4671.33,1059.64,0.35,5,2022,9,12
1256,2022-09-13,2022-09-15,UK,Consumer,Printer,4154.78,-263.56,0.37,3,2022,9,13
1257,2022-09-14,2022-09-16,India,Home Office,Accessories,3516.33,-499.94,0.5,7,2022,9,14
1258,2022-09-15,2022-09-17,Australia,Home Office,Laptop,3600.2,924.27,0.14,6,2022,9,15
1259,2022-09-16,2022-09-18,USA,Consumer,Laptop,2362.41,213.19,0.27,8,2022,9,16
1260,2022-09-17,2022-09-19,USA,Consumer,Printer,4612.87,8.96,0.27,5,2022,9,17
1261,2022-09-18,2022-09-20,USA,Home Office,Printer,3503.52,-474.21,0.2,2,2022,9,18
1262,2022-09-19,2022-09-21,UK,Consumer,Tablet,3672.01,580.6,0.08,9,2022,9,19
1263,2022-09-20,2022-09-22,Australia,Corporate,Printer,4322.29,1202.3,0.49,8,2022,9,20
1264,2022-09-21,2022-09-23,India,Corporate,Tablet,1442.95,1415.26,0.43,6,2022,9,21
1265,2022-09-22,2022-09-24,Canada,Consumer,Laptop,4054.65,631.49,0.25,7,2022,9,22
1266,2022-09-23,2022-09-25,India,Home Office,Phone,1056.68,528.92,0.3,9,2022,9,23
